473,(21.340177,-157.929304)
474,(21.349738,-157.934749)
475,(21.353604,-157.935595)
476,(21.362788,-157.937724)
477,(21.366776,-157.936415)
478,(21.369006,-157.935308)
479,(21.371648,-157.933668)
480,(21.37965,-157.937631)
481,(21.381792,-157.942323)
482,(21.383059,-157.945109)
484,(21.385588,-157.950608)
485,(21.386997,-157.953739)
486,(21.387701,-157.955292)
487,(21.389246,-157.958705)
488,(21.390997,-157.962512)
489,(21.392088,-157.964912)
490,(21.392998,-157.967358)
491,(21.394299,-157.971092)
492,(21.395579,-157.974831)
493,(21.396219,-157.981945)
494,(21.340974,-158.076795)
495,(21.338629,-158.078239)
498,(21.328116,-158.088098)
499,(21.341811,-158.106729)
500,(21.344035,-158.113184)
502,(21.353639,-158.129563)
503,(21.356649,-158.129863)
504,(21.370403,-158.136324)
505,(21.373536,-158.138236)
507,(21.37892,-158.142642)
508,(21.381331,-158.145239)
509,(21.383168,-158.147233)
510,(21.384751,-158.148939)
511,(21.386741,-158.1511)
512,(21.388489,-158.152975)
513,(21.390012,-158.154645)
514,(21.39145,-158.156209)
515,(21.393412,-158.158353)
516,(21.394943,-158.160237)
518,(21.396788,-158.163554)
519,(21.397518,-158.165598)
520,(21.397949,-158.167657)
521,(21.39828,-158.169945)
522,(21.404498,-158.176821)
523,(21.409987,-158.176872)
524,(21.411462,-158.176599)
526,(21.415189,-158.176771)
527,(21.418281,-158.177252)
528,(21.421081,-158.177705)
530,(21.423696,-158.178137)
532,(21.426243,-158.178564)
533,(21.429661,-158.181124)
534,(21.430915,-158.182757)
536,(21.436395,-158.185077)
537,(21.439562,-158.186046)
538,(21.442191,-158.186871)
539,(21.444334,-158.187576)
540,(21.446406,-158.188465)
541,(21.448112,-158.189407)
542,(21.449807,-158.190941)
543,(21.45127,-158.192914)
544,(21.453301,-158.195728)
545,(21.45473,-158.197728)
546,(21.457824,-158.202001)
547,(21.45882,-158.203557)
548,(21.460356,-158.206924)
549,(21.461801,-158.210013)
551,(21.464215,-158.212924)
552,(21.466625,-158.214206)
553,(21.468823,-158.21538)
554,(21.470651,-158.216353)
555,(21.471862,-158.216989)
558,(21.479194,-158.223659)
559,(21.48208,-158.228463)
560,(21.480344,-158.2278)
561,(21.479512,-158.227396)
562,(21.479562,-158.22481)
563,(21.47914,-158.22369)
567,(21.481034,-158.201514)
569,(21.460377,-158.206628)
570,(21.4624,-158.204424)
571,(21.46515,-158.202087)
572,(21.466758,-158.200806)
573,(21.475778,-158.199525)
574,(21.47759,-158.19829)
575,(21.48108,-158.201451)
576,(21.482446,-158.202366)
578,(21.476519,-158.2196)
579,(21.332285,-157.887105)
580,(21.330692,-157.884297)
581,(21.329529,-157.882675)
582,(21.328079,-157.880957)
583,(21.326717,-157.879354)
584,(21.32567,-157.878156)
585,(21.324089,-157.876292)
586,(21.322253,-157.873549)
587,(21.32174,-157.872627)
589,(21.319327,-157.868597)
590,(21.318368,-157.865685)
591,(21.315792,-157.86428)
592,(21.313323,-157.864284)
595,(21.30318,-157.855424)
596,(21.30146,-157.854598)
598,(21.298663,-157.852527)
600,(21.296346,-157.849973)
602,(21.294785,-157.846457)
603,(21.293939,-157.844546)
604,(21.47423,-158.218332)
605,(21.471846,-158.217069)
606,(21.470571,-158.216398)
607,(21.468733,-158.215422)
608,(21.466503,-158.214258)
609,(21.464181,-158.213013)
611,(21.461727,-158.210033)
612,(21.460265,-158.206903)
613,(21.458495,-158.203124)
614,(21.457359,-158.201488)
615,(21.455214,-158.198535)
616,(21.453058,-158.195517)
617,(21.451207,-158.192955)
618,(21.449347,-158.190565)
619,(21.448043,-158.189456)
620,(21.44538,-158.188081)
622,(21.4428,-158.18716)
623,(21.442217,-158.187003)
624,(21.439615,-158.186169)
625,(21.435669,-158.184921)
627,(21.431429,-158.183169)
628,(21.429199,-158.180473)
629,(21.425987,-158.178625)
631,(21.423726,-158.178223)
632,(21.420291,-158.177667)
634,(21.415541,-158.176904)
635,(21.412571,-158.176553)
636,(21.410453,-158.176865)
637,(21.408334,-158.177276)
638,(21.405603,-158.177177)
642,(21.396408,-158.162902)
644,(21.394377,-158.159628)
645,(21.391589,-158.15647)
646,(21.389475,-158.154167)
648,(21.385857,-158.150241)
649,(21.38454,-158.148826)
650,(21.382765,-158.146918)
651,(21.38092,-158.144926)
652,(21.378829,-158.142658)
654,(21.372656,-158.137795)
655,(21.370291,-158.136345)
656,(21.357286,-158.130353)
657,(21.353266,-158.129823)
659,(21.347628,-158.126624)
660,(21.343928,-158.113835)
661,(21.341602,-158.106584)
662,(21.327845,-158.088051)
663,(21.331875,-158.083937)
665,(21.334525,-158.081398)
666,(21.337606,-158.079239)
667,(21.338766,-158.077671)
668,(21.340726,-158.076469)
669,(21.378293,-158.022137)
670,(21.380441,-158.017946)
671,(21.381328,-158.016008)
672,(21.38246,-158.011859)
677,(21.386363,-157.998178)
678,(21.38937,-157.99464)
679,(21.395486,-157.98034)
681,(21.393602,-157.969877)
682,(21.392783,-157.96753)
683,(21.391767,-157.964808)
687,(21.387793,-157.956051)
688,(21.387095,-157.954538)
689,(21.38522,-157.950438)
692,(21.38112,-157.941458)
693,(21.380206,-157.939398)
694,(21.37929,-157.93742)
695,(21.371667,-157.934006)
696,(21.369525,-157.935292)
697,(21.366863,-157.93668)
698,(21.364256,-157.93786)
699,(21.351993,-157.935491)
700,(21.349196,-157.934869)
701,(21.339784,-157.929893)
702,(21.338527,-157.925283)
703,(21.33799,-157.921509)
704,(21.337417,-157.917808)
705,(21.336852,-157.913973)
706,(21.336365,-157.910546)
707,(21.335767,-157.906674)
708,(21.335426,-157.904481)
709,(21.334809,-157.900346)
710,(21.379012,-158.141988)
711,(21.38046,-158.140497)
712,(21.381392,-158.139471)
713,(21.382308,-158.138511)
714,(21.383251,-158.137499)
715,(21.384468,-158.136207)
716,(21.3853,-158.134914)
717,(21.385604,-158.132774)
718,(21.386285,-158.131193)
719,(21.387935,-158.129724)
720,(21.389898,-158.129246)
721,(21.391295,-158.129247)
722,(21.391742,-158.13033)
723,(21.390868,-158.132372)
724,(21.38917,-158.135424)
725,(21.386873,-158.137309)
726,(21.38621,-158.138955)
727,(21.38533,-158.14138)
728,(21.385323,-158.143913)
729,(21.384459,-158.145449)
730,(21.477294,-158.198325)
731,(21.475756,-158.199613)
732,(21.466737,-158.200922)
733,(21.46513,-158.202205)
734,(21.462163,-158.204741)
735,(21.460344,-158.20677)
737,(21.308153,-157.856905)
738,(21.32028,-157.862286)
739,(21.32286,-157.864183)
740,(21.323811,-157.865238)
741,(21.321964,-157.863845)
742,(21.320504,-157.862747)
743,(21.307916,-157.860622)
744,(21.309039,-157.859169)
745,(21.310186,-157.857719)
746,(21.311129,-157.85611)
747,(21.31194,-157.854709)
748,(21.313513,-157.852702)
750,(21.315448,-157.851625)
751,(21.316387,-157.85061)
753,(21.317476,-157.849284)
754,(21.319033,-157.847784)
755,(21.318967,-157.845387)
756,(21.319324,-157.843645)
757,(21.319675,-157.842167)
758,(21.320264,-157.840429)
